Strategy,Revenue,Profit,UnitsSold,ROI,ElasticityK,Run
none,1060.6735957067317,530.3367978533659,106.06735957067316,0.5,14,46
promotion,1045.0036985462373,464.44608824277213,116.11152206069303,0.4444444444444445,14,46
markdown,1280.0277432175876,480.0104037065953,160.00346790219845,0.37499999999999994,14,47
none,958.6857499656999,479.34287498284993,95.86857499656999,0.5,14,47
promotion,1104.1548512941376,490.7354894640611,122.68387236601528,0.4444444444444444,14,47
markdown,1280.0277432175878,480.0104037065954,160.00346790219848,0.375,14,48
none,1142.263872299557,571.1319361497785,114.2263872299557,0.5,14,48
promotion,926.7013930504369,411.86728580019417,102.96682145004854,0.4444444444444444,14,48
markdown,941.1968700129322,352.94882625484956,117.64960875161653,0.375,14,49
none,1264.6492871887956,632.3246435943978,126.46492871887956,0.5,14,49
promotion,1163.3060040420376,517.02489068535,129.2562226713375,0.4444444444444444,14,49
markdown,1016.4926196139667,381.1847323552375,127.06157745174583,0.375,14,50
none,1101.4687340031446,550.7343670015723,110.14687340031446,0.5,14,50
promotion,1242.1742077059048,552.0774256470687,138.01935641176718,0.44444444444444436,14,50
